vibration_mm_s,temperature_c,pressure_bar,rotational_speed_rpm,oil_viscosity_cst,current_draw_amps,humidity_pct,age_days,maintenance_lag_days,failure_within_7days
2.275,79.92,4.68,1479.9,50.64,9.919,33.1,83,270,0
1.146,74.91,5.094,1492.2,44.0,9.085,61.5,317,156,0
2.421,78.07,4.018,1555.0,54.94,15.452,33.9,645,253,0
1.709,93.13,4.293,1650.9,42.05,13.159,38.8,1129,307,0
1.617,71.57,4.138,1611.8,46.17,11.472,42.9,370,309,0
2.644,77.78,4.657,1358.1,46.23,11.993,67.4,749,313,0
3.614,69.91,4.321,1522.4,39.39,13.012,38.2,1605,300,1
3.235,66.54,4.865,1573.7,43.57,13.947,72.3,1720,117,0
1.244,69.15,4.034,1561.9,45.81,10.488,36.6,630,332,0
1.708,70.21,4.522,1437.1,42.84,12.732,31.8,180,49,0
3.253,78.59,4.843,1791.4,57.2,10.987,49.8,1807,277,0
1.714,98.49,3.467,1372.3,40.81,11.622,79.0,602,51,1
2.32,67.84,5.561,1391.7,50.9,12.321,35.5,600,180,0
2.94,70.83,4.358,1523.4,49.28,11.987,35.1,1107,30,0
1.725,74.37,3.487,1711.7,44.93,13.471,67.6,1556,326,1
2.584,78.96,4.579,1416.4,40.67,12.974,45.6,1643,245,0
1.433,77.64,4.517,1473.4,41.16,8.984,65.9,841,89,0
2.019,87.84,4.459,1607.7,42.41,9.284,40.0,1525,30,0
2.756,50.74,4.996,1498.2,36.07,11.261,53.0,348,101,0
1.226,51.13,4.874,1466.5,39.98,15.657,43.3,1296,229,0
2.852,70.04,4.649,1556.6,37.59,10.297,52.6,331,96,0
2.484,85.97,4.725,1527.3,51.73,11.584,68.5,610,66,0
2.942,59.34,4.448,1603.0,48.09,10.927,68.1,744,191,0
2.679,44.92,5.388,1629.1,48.93,10.892,55.8,569,210,0
3.591,80.71,3.76,1530.7,47.94,12.356,76.4,1685,136,1
2.6,77.44,4.57,1529.2,45.83,14.802,43.2,389,338,0
2.156,64.1,4.533,1521.4,52.3,12.912,42.0,971,183,0
2.598,65.14,4.907,1548.9,41.95,10.393,60.7,747,55,0
2.935,65.3,4.078,1505.5,45.53,17.506,61.1,137,249,0
2.539,76.11,3.628,1499.9,48.74,12.157,32.3,1803,281,0
2.532,68.74,4.578,1619.7,38.39,10.846,60.4,1765,59,0
1.938,79.94,4.641,1651.6,60.48,14.824,48.7,1385,127,0
1.97,46.45,5.245,1349.2,45.14,11.062,67.4,282,204,0
1.378,66.43,3.865,1501.0,45.71,15.326,70.4,1226,213,0
3.9,63.74,5.077,1431.1,51.28,10.259,57.6,1019,126,0
1.505,72.44,5.684,1468.9,49.57,14.86,30.1,744,71,0
1.946,69.62,4.311,1540.3,45.19,12.402,61.8,531,215,0
1.925,82.98,3.855,1566.9,45.65,14.582,67.4,16,89,0
3.216,56.41,4.297,1488.8,37.48,15.804,42.4,1005,313,0
2.264,75.45,4.507,1308.7,42.22,9.735,53.2,568,232,0
3.498,80.58,4.782,1403.5,47.59,14.552,78.3,1138,232,0
1.961,93.57,4.204,1589.6,47.22,9.182,44.9,1092,62,0
2.723,70.18,5.278,1226.0,51.11,9.906,41.2,1614,246,0
1.832,78.24,3.943,1618.7,44.4,10.393,40.5,30,134,0
4.216,56.96,3.63,1552.1,38.06,13.007,57.9,1543,1,1
1.55,51.08,5.053,1631.6,50.28,12.066,77.5,664,160,0
2.748,83.45,3.363,1480.1,52.18,11.666,60.4,999,139,0
3.007,74.94,4.398,1293.9,49.49,12.292,45.2,875,303,0
2.831,86.79,6.059,1543.0,44.18,13.183,61.9,22,308,0
2.352,61.27,4.494,1627.5,50.22,13.336,61.2,1455,201,0
2.396,80.2,3.94,1592.5,62.14,14.188,59.8,1054,124,0
2.535,93.69,4.471,1433.7,45.58,15.64,38.0,956,346,1
2.382,79.2,4.475,1508.7,38.44,11.957,61.7,1703,81,0
3.271,77.77,4.58,1446.7,42.07,10.958,51.5,660,323,0
4.268,75.09,4.831,1418.1,48.13,13.227,30.9,1434,163,0
2.054,59.29,3.98,1595.5,36.98,9.711,57.0,1073,349,0
1.404,88.56,5.344,1380.2,45.85,10.643,79.5,325,239,0
2.429,68.89,4.623,1410.6,46.9,13.999,47.5,1512,212,0
4.564,80.04,4.863,1389.6,52.68,11.752,78.3,1322,148,0
1.857,59.37,4.186,1351.0,51.55,9.584,34.8,1798,71,0
3.811,63.21,5.143,1514.6,49.32,9.02,66.6,181,102,1
3.842,89.35,4.371,1616.2,34.19,12.097,35.7,122,182,1
2.057,71.53,4.639,1481.5,49.61,14.284,43.7,124,183,0
2.955,89.53,4.033,1349.4,48.53,14.257,58.5,1477,12,0
3.803,74.22,4.002,1584.0,46.28,12.222,59.6,266,231,1
2.197,56.58,4.844,1668.6,36.35,16.018,68.8,28,149,0
2.337,83.92,4.278,1435.4,41.12,11.79,60.8,1283,262,0
2.035,69.1,4.073,1452.1,39.17,11.723,59.7,77,23,0
1.688,81.99,4.178,1551.6,34.92,6.865,75.6,432,188,0
1.981,75.25,4.849,1662.2,44.99,11.105,52.6,879,132,0
1.521,59.57,4.185,1448.0,41.01,13.704,41.3,1730,49,0
2.527,76.64,4.441,1366.8,58.13,15.128,38.1,894,182,0
1.884,96.96,4.508,1563.1,44.16,10.34,50.0,1059,25,0
2.687,79.93,3.541,1579.9,51.47,12.925,65.6,436,137,0
1.255,74.42,3.764,1500.6,37.15,14.094,32.1,1138,10,0
2.765,85.75,4.668,1444.2,42.35,12.022,36.5,1086,295,0
3.167,77.11,4.131,1599.4,45.48,7.433,35.3,52,101,0
0.905,77.1,5.028,1552.8,40.46,12.495,59.3,116,10,0
2.799,64.08,4.983,1423.2,42.89,13.523,42.1,47,111,0
3.482,77.34,4.86,1504.9,43.91,10.105,38.3,438,93,0
1.532,85.35,5.41,1364.8,43.83,11.492,59.6,1436,259,0
3.838,66.64,4.458,1568.6,54.28,9.689,68.1,101,257,1
2.835,89.24,4.824,1473.8,46.89,6.86,46.6,1303,166,0
1.936,74.08,4.208,1456.4,47.4,14.054,58.9,107,208,0
2.455,66.12,5.726,1496.7,47.7,11.993,34.9,983,44,0
2.947,84.98,5.492,1504.0,48.06,15.195,76.8,1059,329,0
2.561,72.13,4.506,1589.5,44.59,13.715,46.8,1001,204,0
2.931,82.6,4.693,1559.1,43.4,11.292,79.9,359,358,0
1.763,72.08,5.18,1484.4,45.83,11.834,78.9,887,41,0
2.635,74.4,4.426,1576.4,50.78,13.132,68.9,800,284,0
1.369,79.94,4.172,1540.1,50.63,13.934,31.0,1026,99,0
2.411,77.91,4.937,1457.3,43.8,12.645,57.2,1775,355,0
1.777,55.04,4.539,1487.5,48.84,14.211,34.3,1516,271,0
1.912,63.79,4.591,1485.2,44.03,11.407,74.8,1296,5,0
3.489,84.29,4.083,1550.5,45.17,10.006,69.5,1168,41,0
3.373,73.68,3.641,1463.3,42.63,11.87,78.6,435,355,0
2.987,69.76,4.618,1461.0,44.09,12.41,60.4,1475,252,0
1.626,61.41,4.952,1696.9,51.71,9.597,56.1,604,75,0
2.247,64.2,4.387,1594.0,45.46,9.327,55.9,1757,41,0
3.47,54.78,5.218,1423.9,45.68,12.895,49.3,566,350,0
2.613,73.99,4.148,1557.1,37.76,11.187,53.4,916,267,0
4.355,69.02,3.973,1511.8,43.45,11.668,61.8,228,216,0
2.815,65.33,4.466,1539.2,43.79,11.281,76.6,545,63,0
2.654,74.32,4.459,1513.7,40.85,15.041,59.8,1238,178,0
2.253,78.64,4.885,1619.0,45.11,14.524,72.9,648,28,0
2.607,95.93,4.113,1534.6,42.85,9.525,73.1,248,274,0
2.378,59.88,5.184,1493.8,45.4,10.934,55.9,1432,215,0
3.066,86.59,5.483,1604.2,45.61,13.7,47.4,1077,352,0
3.265,84.73,4.48,1523.3,40.22,13.204,62.0,1600,300,0
1.871,67.21,5.125,1512.1,43.01,11.917,52.3,314,53,0
1.435,77.03,3.972,1531.4,45.39,9.725,34.1,1398,79,0
1.031,70.42,5.038,1490.6,50.92,10.635,48.9,37,193,0
2.906,76.86,5.024,1500.9,46.28,10.966,79.7,724,199,0
1.617,90.09,4.932,1441.3,41.69,12.554,32.4,1548,12,1
0.778,81.06,4.492,1424.9,47.0,15.407,64.8,980,221,0
2.811,80.09,3.023,1400.1,53.54,10.626,72.1,84,192,0
4.494,70.7,4.179,1360.8,49.58,9.948,62.4,900,326,1
2.495,60.16,4.187,1412.0,47.74,11.783,58.5,1118,239,0
3.171,72.92,4.011,1482.6,48.63,14.063,65.4,1439,269,0
2.565,87.07,4.561,1510.3,52.2,9.106,51.5,1366,297,0
2.421,59.73,4.291,1472.9,50.38,14.907,34.6,719,98,0
3.235,64.45,4.088,1264.4,47.83,11.656,78.1,550,219,0
2.268,76.26,3.971,1657.5,50.34,10.531,51.6,1445,331,0
2.714,65.15,4.142,1608.6,39.59,8.8,63.3,1372,103,0
2.757,67.07,5.061,1544.6,37.49,13.413,56.6,715,64,0
1.966,70.76,4.169,1690.7,45.79,11.658,32.7,1806,144,0
3.294,61.34,4.243,1402.3,45.34,12.341,77.6,587,37,0
2.36,65.26,4.272,1688.8,42.28,10.198,69.6,1152,27,0
1.895,82.03,4.669,1403.5,49.13,11.362,37.5,152,288,0
2.929,61.93,4.728,1523.9,35.69,11.027,79.1,1546,236,0
1.781,59.02,2.978,1372.6,42.33,11.799,66.8,1062,125,0
2.523,68.7,5.011,1501.5,42.58,10.661,53.6,1451,325,0
2.493,82.32,5.218,1538.6,36.82,8.932,60.6,1129,84,0
3.369,73.03,3.975,1484.5,52.47,17.457,35.3,165,236,0
2.88,70.35,4.014,1571.4,38.2,9.273,58.0,938,245,0
2.48,75.44,4.275,1509.9,42.06,12.363,33.7,1568,265,0
3.154,57.54,4.122,1447.8,49.54,8.456,57.2,212,248,0
3.612,79.95,4.612,1443.3,48.23,8.006,57.6,526,291,1
2.946,78.83,3.527,1581.1,39.46,12.196,73.7,742,204,0
2.508,70.91,3.941,1434.6,48.41,12.349,66.3,132,227,0
1.451,85.06,5.27,1591.5,46.45,14.523,42.5,1176,239,0
1.648,63.73,4.036,1622.3,56.67,12.799,74.4,96,72,0
2.256,86.28,5.122,1333.1,47.02,11.7,58.7,1527,158,0
2.012,76.54,4.678,1613.3,44.29,10.101,60.3,1013,211,0
2.35,71.63,3.595,1706.0,40.72,14.998,38.4,522,135,0
2.545,74.8,4.818,1525.2,41.28,13.858,72.9,374,282,0
2.924,73.93,4.441,1559.9,40.87,9.507,76.5,1040,163,0
2.444,87.2,4.272,1603.7,51.86,12.076,68.7,1703,136,0
2.889,64.23,4.622,1472.5,45.09,12.288,77.0,608,170,0
2.552,67.37,4.737,1518.2,47.83,11.309,45.1,18,151,0
0.92,85.36,4.854,1368.6,52.57,13.544,73.1,1433,164,0
1.749,69.04,5.089,1513.9,33.21,13.663,54.4,1031,296,0
2.385,84.01,4.704,1549.8,51.39,11.619,38.2,1720,103,0
1.532,91.99,3.812,1551.6,45.28,11.438,63.4,1269,221,0
2.98,70.98,4.263,1606.5,47.18,14.998,64.2,978,281,0
3.725,81.81,5.972,1422.5,40.86,13.866,44.3,879,128,0
3.475,63.46,4.862,1446.7,41.22,12.145,31.4,594,219,0
2.329,82.55,5.685,1689.6,47.44,8.742,40.0,643,172,0
3.693,76.99,5.198,1485.0,56.92,12.688,50.0,129,347,1
2.619,79.73,4.621,1520.0,50.02,13.396,38.4,801,95,0
2.23,68.54,4.651,1493.3,51.33,6.491,39.7,455,51,0
2.009,58.39,4.482,1417.8,44.04,12.504,49.6,1610,93,0
2.258,80.03,3.631,1662.4,42.0,11.167,78.1,876,63,0
2.189,54.37,4.509,1447.2,41.1,11.558,68.2,571,20,0
2.636,71.83,5.105,1387.3,42.56,10.185,46.0,1096,105,0
2.628,84.41,4.2,1454.9,34.74,11.704,77.6,1014,335,0
2.502,76.92,4.706,1299.8,41.38,14.784,62.3,1184,199,0
2.85,94.48,4.926,1434.9,42.2,11.107,52.8,1111,331,1
3.453,85.25,4.045,1403.2,44.12,13.931,53.4,401,351,0
3.26,68.46,4.274,1561.7,45.66,10.387,50.5,462,280,0
1.312,75.27,3.991,1432.7,46.81,13.518,41.6,1553,281,0
0.457,74.53,4.089,1588.8,44.93,12.003,49.3,89,99,0
3.247,59.18,3.856,1639.8,42.09,12.704,56.4,1685,336,0
1.406,65.6,4.05,1578.1,35.18,12.014,56.4,823,26,0
2.32,69.39,5.21,1478.5,42.12,13.283,68.1,6,244,0
1.564,54.64,4.042,1514.1,40.14,6.865,47.9,1620,62,0
1.058,75.47,4.563,1347.5,47.33,9.16,65.8,945,341,0
2.933,72.51,4.249,1486.6,49.55,12.834,58.9,84,37,0
3.107,58.27,5.089,1414.0,49.69,7.913,78.1,1274,301,0
2.039,79.04,5.156,1569.4,48.78,10.939,49.3,1690,126,0
0.427,82.16,4.932,1757.3,44.33,11.891,75.1,1440,70,0
2.063,77.27,4.653,1550.0,42.39,10.344,71.0,1096,133,0
2.813,71.76,4.384,1300.9,41.26,10.617,61.9,621,252,0
1.317,80.91,3.904,1463.9,37.46,12.543,62.7,1136,12,0
2.647,81.8,5.472,1512.2,49.96,14.019,34.2,172,173,0
2.488,78.07,4.12,1508.7,44.13,10.083,77.5,699,89,0
2.963,66.75,4.832,1426.9,38.77,10.85,35.3,1821,288,0
2.596,77.77,5.03,1524.5,40.87,10.537,58.2,273,206,0
1.722,86.95,4.222,1375.7,40.67,7.157,46.5,530,61,0
3.457,69.03,5.019,1405.5,45.22,12.283,51.5,1704,318,0
2.373,95.98,4.882,1564.6,50.34,13.869,60.5,319,311,0
2.478,69.74,5.364,1398.4,43.26,14.033,75.4,1106,38,0
1.753,75.32,4.265,1553.8,33.74,10.258,52.9,1099,59,0
2.145,68.28,3.857,1363.1,44.05,9.497,79.4,429,104,0
1.792,77.23,4.247,1676.5,44.22,12.043,59.6,1484,238,0
2.362,57.58,4.604,1422.6,43.88,13.659,38.0,847,126,0
3.869,69.54,4.529,1477.6,41.86,12.31,39.5,1370,82,1
1.402,64.08,4.303,1533.1,46.09,12.579,65.8,249,219,0
1.209,76.35,3.545,1443.5,45.33,14.284,32.5,1667,104,0
3.677,84.94,4.735,1514.3,44.88,10.522,54.0,387,73,0
2.333,81.46,5.486,1557.5,47.06,11.56,37.4,1737,134,0
1.965,51.28,4.732,1596.1,42.85,15.269,51.7,363,61,0
3.332,95.42,4.805,1579.1,42.57,11.606,67.5,1320,0,0
2.016,77.95,4.786,1482.8,51.9,9.465,52.9,68,78,0
3.961,67.24,4.699,1485.3,47.8,10.661,38.2,438,64,0
3.042,76.57,4.966,1734.9,49.13,10.124,42.6,1016,182,0
2.11,76.76,4.698,1595.0,51.13,12.714,48.4,1556,65,0
4.226,68.33,4.344,1407.8,47.63,10.208,33.5,1807,322,1
2.015,76.98,4.102,1510.0,49.64,12.542,59.2,1629,355,0
3.094,68.93,4.376,1466.5,37.1,10.528,60.4,1157,207,0
2.739,70.96,4.657,1486.5,46.02,7.753,33.1,1319,53,0
3.541,68.14,4.342,1377.1,44.09,12.613,50.1,296,220,1
3.749,60.67,4.657,1458.8,53.39,12.297,50.7,647,235,1
2.526,76.46,4.72,1681.2,49.64,13.036,46.7,33,99,0
1.897,80.85,4.917,1557.9,41.85,10.654,57.9,1398,102,0
2.868,80.15,5.141,1250.9,46.86,10.441,47.3,32,181,0
1.958,83.2,4.539,1621.7,45.84,12.803,50.8,555,107,0
4.111,78.24,3.846,1609.0,47.27,15.038,69.9,305,11,1
2.609,69.67,4.327,1464.1,39.91,12.022,38.1,793,342,0
2.208,83.4,4.522,1571.7,46.8,12.849,61.0,1132,85,0
2.648,61.42,3.582,1414.1,43.86,11.357,55.3,96,287,0
1.422,65.99,5.194,1453.0,46.41,8.913,45.3,1090,326,0
1.723,65.36,4.571,1649.9,41.38,13.935,66.4,521,213,0
3.46,85.8,4.691,1472.8,42.07,13.817,57.6,230,43,0
1.974,84.43,5.183,1313.0,50.87,13.422,53.9,733,321,0
1.662,79.87,4.185,1493.7,39.74,11.636,63.4,358,77,0
2.929,85.72,4.787,1492.1,40.11,13.194,70.1,402,54,0
3.449,66.21,4.445,1619.8,44.74,13.788,78.6,790,271,0
3.075,78.49,4.408,1501.4,41.14,15.24,61.5,99,343,0
3.297,73.75,4.114,1457.8,40.57,13.977,73.7,271,70,0
1.895,83.47,5.333,1604.5,45.53,12.128,30.1,1799,67,0
1.363,73.85,4.312,1512.1,37.47,9.383,56.5,362,179,0
3.701,71.15,4.85,1425.0,39.96,12.311,40.7,1188,173,0
2.242,80.41,3.562,1615.5,55.27,12.513,34.7,528,168,0
2.299,83.76,5.09,1519.4,47.3,13.418,56.6,1193,260,0
3.563,68.32,5.026,1500.3,41.27,14.708,67.3,1045,124,1
2.945,74.39,4.549,1517.8,47.09,11.81,50.6,540,130,0
2.865,64.42,4.387,1392.9,47.84,16.202,63.5,595,233,0
4.232,50.02,4.7,1447.2,49.97,8.481,54.5,1809,153,1
1.985,77.0,5.644,1500.4,44.36,12.839,51.9,833,329,0
3.242,81.09,3.618,1480.5,49.88,10.403,44.5,397,124,0
2.546,77.62,4.891,1627.2,34.81,8.186,49.1,1060,353,0
2.715,55.5,4.044,1521.7,39.72,11.596,47.5,495,99,0
3.723,71.49,4.49,1585.5,45.82,9.086,62.3,314,52,0
2.906,52.82,4.376,1500.9,46.65,11.677,35.8,490,331,0
2.931,88.7,4.286,1605.6,40.44,12.07,34.6,1300,127,0
3.358,64.14,4.495,1539.8,46.3,14.237,63.0,233,13,0
2.208,87.55,3.933,1501.3,41.88,8.985,57.3,1640,4,0
1.829,84.46,5.015,1498.7,43.62,13.817,51.5,1460,249,0
1.664,65.99,3.603,1404.6,50.12,12.196,37.6,1030,26,0
0.927,63.67,4.77,1550.7,49.54,14.058,50.6,1559,124,0
4.145,78.5,4.337,1496.0,40.01,11.136,69.5,1706,28,0
1.617,66.56,3.915,1449.8,39.71,9.336,74.5,664,2,0
2.323,76.02,4.601,1610.6,42.94,9.565,65.1,244,227,0
2.279,70.17,3.722,1375.0,44.87,9.416,33.0,241,136,0
2.746,57.19,4.52,1457.8,41.71,12.956,63.5,1797,256,0
3.153,52.7,3.789,1602.8,50.2,14.954,42.0,558,239,0
3.188,77.27,4.731,1531.6,46.74,10.87,45.8,1297,278,0
2.034,69.38,4.038,1495.2,47.03,13.258,39.8,75,322,0
2.366,69.47,4.275,1525.1,38.67,8.953,68.8,283,159,0
2.726,81.96,4.647,1517.9,50.84,12.361,62.4,1732,5,0
2.301,86.73,4.114,1348.3,30.9,13.337,60.6,1559,304,0
3.786,72.27,4.471,1465.1,49.17,9.104,63.4,87,142,0
2.893,71.59,3.743,1661.7,49.67,11.592,41.8,881,180,0
3.088,80.0,4.815,1434.1,42.84,13.432,52.2,1657,29,0
3.03,61.43,5.382,1468.2,51.36,6.132,61.7,930,252,0
3.439,77.23,5.896,1445.8,44.68,14.671,61.8,1173,39,0
2.645,80.52,4.546,1491.3,45.31,12.707,69.6,1174,186,0
1.463,81.8,4.894,1441.7,46.7,13.433,44.4,1601,318,0
2.82,55.63,3.61,1548.7,60.93,11.175,68.5,160,303,0
1.979,67.39,5.251,1519.7,51.72,8.555,52.0,446,226,0
2.077,66.22,4.888,1577.4,48.51,13.068,63.5,1820,219,0
2.969,76.0,4.258,1394.9,40.44,11.835,52.8,82,323,0
3.491,79.81,5.119,1466.0,45.72,12.064,77.4,1031,42,0
2.517,89.97,4.373,1477.4,40.93,14.175,39.0,182,143,0
2.747,70.05,4.271,1545.6,49.11,13.524,63.8,870,277,0
3.862,70.02,4.738,1420.7,45.7,15.842,58.8,966,318,1
2.693,86.5,3.968,1591.6,39.38,12.308,38.6,1550,173,0
4.581,77.97,5.011,1618.6,45.41,10.618,33.3,478,246,1
2.952,87.68,3.972,1401.1,40.75,11.623,70.0,183,172,0
1.091,77.89,3.975,1450.9,45.76,12.831,37.9,1338,40,0
3.103,63.43,4.045,1446.8,40.7,14.032,39.3,1580,49,0
2.805,61.67,4.88,1763.2,45.14,9.066,78.9,174,322,0
3.532,59.48,4.192,1457.0,48.75,12.017,65.9,14,179,0
3.039,81.62,3.826,1667.8,44.73,15.219,42.5,1324,341,0
2.389,86.89,4.197,1373.3,43.05,11.52,59.5,73,158,0
1.521,93.49,4.484,1401.0,46.02,13.862,56.7,1759,36,0
2.333,83.43,3.91,1431.3,48.49,12.986,72.2,514,26,0
1.82,86.63,3.924,1415.4,39.46,13.912,66.5,1746,255,0
2.036,69.2,5.556,1473.2,46.3,10.38,71.6,1797,277,0
2.971,63.44,4.07,1429.1,51.59,10.389,40.6,602,248,0
3.836,83.5,4.338,1418.1,47.87,12.041,62.0,343,180,1
2.816,79.18,4.316,1615.8,45.29,8.936,32.0,1420,16,0
1.543,76.07,4.289,1622.4,48.2,11.461,33.4,1788,124,0
2.856,78.87,4.811,1594.9,47.26,12.506,65.7,333,311,0
3.457,78.23,4.974,1552.4,48.77,15.569,31.2,355,211,0
2.012,87.84,4.347,1509.3,34.88,12.805,59.0,1583,236,0
2.393,87.95,3.882,1450.3,37.23,13.25,72.0,847,298,0
2.512,80.44,5.137,1404.7,50.02,14.329,49.0,163,199,0
1.872,83.46,4.452,1536.3,37.47,10.071,32.2,116,180,0
3.019,80.14,5.365,1382.6,47.01,11.67,65.7,1427,129,0
2.403,70.39,3.377,1400.6,43.24,16.851,76.5,1103,120,0
2.836,82.57,4.598,1615.3,40.02,11.842,65.9,1471,186,0
1.79,61.06,5.459,1690.1,46.75,14.233,58.9,1032,226,0
2.15,85.54,4.323,1539.3,46.01,13.927,41.5,1047,161,0
3.078,63.05,4.387,1610.6,55.55,9.044,30.8,1805,111,0
2.202,77.86,4.648,1475.4,41.88,12.621,64.7,791,133,0
3.882,66.55,4.221,1366.2,52.2,12.293,41.6,543,185,1
2.18,80.53,4.344,1561.2,46.76,12.66,72.9,414,174,0
2.68,74.66,4.331,1556.9,41.69,10.492,53.3,682,260,0
3.246,59.05,4.186,1507.2,49.0,9.766,56.5,642,316,0
1.365,79.21,5.114,1475.8,47.83,11.048,67.7,1433,311,0
1.091,69.22,4.731,1596.2,45.18,11.804,69.0,669,357,0
1.279,83.81,4.625,1401.4,46.33,14.37,62.1,22,268,0
3.51,75.01,4.904,1422.6,42.02,15.635,76.9,1662,281,1
2.059,78.95,4.368,1399.2,40.87,14.793,79.1,1427,223,0
4.547,65.42,4.113,1508.5,48.8,13.72,77.3,969,251,0
2.049,69.11,4.199,1391.2,43.88,9.991,71.2,1705,63,0
2.648,70.41,4.501,1431.6,44.6,11.182,65.3,1702,317,0
3.734,83.57,3.97,1429.4,46.4,12.42,63.2,1181,123,0
4.105,91.77,4.25,1473.9,46.33,10.735,35.2,330,69,1
4.149,66.95,4.242,1351.3,37.85,13.154,43.6,1046,237,0
3.467,85.77,5.562,1508.7,51.43,13.441,30.3,1496,74,0
3.319,53.3,3.113,1624.7,45.61,13.073,36.9,1288,9,0
2.974,63.06,4.41,1513.5,43.99,14.05,52.0,1327,267,0
3.123,65.41,5.363,1654.1,47.15,10.191,37.3,902,87,0
2.059,61.47,4.561,1633.4,46.18,13.866,75.1,1799,49,0
1.845,59.16,4.877,1577.8,48.84,10.609,70.3,724,142,0
2.497,79.13,4.55,1507.5,47.69,10.118,33.6,1489,58,0
2.364,72.86,4.166,1502.3,48.59,13.064,42.4,1188,317,0
2.137,78.79,3.379,1576.4,51.75,14.432,71.0,1160,210,0
3.057,81.9,4.603,1460.8,49.42,12.976,70.2,252,71,0
3.264,77.66,4.112,1311.7,44.2,12.042,77.3,205,243,0
2.571,81.58,4.1,1549.2,39.39,12.62,79.9,1326,238,0
3.682,74.3,4.251,1386.9,53.34,12.273,78.8,1266,189,1
1.587,63.13,5.372,1403.8,43.81,9.748,50.5,832,49,0
2.345,85.58,5.702,1500.0,42.63,9.515,42.5,791,204,0
1.927,69.11,4.609,1490.5,36.32,11.842,67.9,1085,53,0
1.007,65.64,4.268,1358.8,46.69,12.16,45.0,465,309,0
2.434,73.22,3.911,1516.5,45.74,12.023,70.3,1326,223,0
2.403,65.87,4.734,1596.6,37.42,13.352,56.7,1496,155,0
3.711,70.83,5.391,1387.2,47.27,11.569,69.7,394,359,1
3.005,78.44,4.376,1627.2,42.51,13.126,43.8,1631,50,0
1.681,78.48,3.311,1344.0,58.45,11.711,55.4,1021,240,0
3.983,66.02,4.835,1711.7,42.15,15.647,58.2,660,329,1
3.477,70.12,4.993,1458.9,42.82,12.161,77.2,912,160,0
2.966,85.74,3.707,1514.6,40.63,16.681,43.3,1283,128,0
2.319,79.96,4.588,1310.8,51.39,12.704,76.8,1566,84,0
1.732,95.75,4.726,1493.8,43.14,11.573,70.2,530,68,0
2.202,86.8,4.463,1522.8,41.38,10.201,66.5,1211,54,0
3.371,86.44,4.105,1491.4,48.53,9.114,69.3,1236,84,0
4.008,61.12,5.008,1443.7,38.1,10.017,60.3,1059,344,1
3.735,82.64,4.298,1405.3,48.13,10.241,42.2,1171,328,1
2.109,74.47,3.757,1613.1,53.91,12.79,39.5,1306,79,0
1.604,69.49,3.475,1503.1,47.83,10.948,73.3,1571,219,0
2.613,76.68,5.13,1654.1,48.19,12.374,66.3,1612,109,0
1.085,84.45,4.808,1447.4,49.35,14.564,40.7,1608,252,0
2.759,80.01,4.544,1456.5,53.55,11.824,60.8,1273,316,0
2.382,66.22,4.28,1581.6,51.05,16.158,52.4,57,163,0
2.127,82.42,4.236,1337.7,47.2,9.648,37.9,1329,102,0
1.224,68.62,3.962,1378.7,49.52,11.699,56.6,522,112,0
2.911,77.17,4.284,1609.7,40.57,10.921,44.1,1749,251,0
2.074,71.97,3.44,1382.8,48.88,13.873,34.8,361,151,0
1.564,72.81,4.132,1318.1,39.97,7.52,53.3,1261,335,0
0.202,82.66,4.345,1686.9,43.16,9.114,59.5,234,250,0
2.478,64.6,4.805,1360.6,29.59,11.785,32.3,223,353,0
3.918,94.45,4.48,1518.4,47.01,15.103,50.1,1640,87,1
3.829,56.79,4.897,1506.9,41.78,12.452,42.9,327,99,0
2.134,69.02,5.175,1218.9,50.56,9.297,31.5,1122,119,0
2.018,78.7,5.029,1473.3,46.95,9.606,36.3,1250,302,0
2.875,80.84,4.735,1544.8,50.62,15.346,37.0,1758,203,0
1.701,74.0,4.506,1535.4,39.58,10.758,39.1,836,148,0
2.741,74.43,4.01,1590.4,50.19,10.114,70.2,489,200,0
3.113,79.11,4.87,1461.3,55.53,14.955,52.0,478,294,0
3.482,72.69,5.34,1571.3,48.82,14.022,37.4,985,2,0
2.42,88.93,4.671,1431.1,48.95,14.548,35.0,1358,67,0
2.337,83.39,5.459,1359.0,45.85,10.1,44.9,792,153,0
1.798,83.73,3.737,1370.2,42.38,8.95,69.9,1579,181,0
1.838,65.34,3.923,1353.8,48.81,12.266,48.2,512,12,0
2.319,74.21,4.928,1601.0,37.47,12.67,38.0,1013,188,0
2.794,72.0,4.632,1348.5,42.91,12.729,50.2,382,19,0
3.231,64.94,5.157,1527.4,36.14,14.956,57.8,1447,338,0
1.857,78.6,4.492,1473.4,41.48,8.532,31.5,1372,282,0
3.694,69.62,4.066,1489.7,48.21,13.719,61.4,1177,9,0
2.283,81.55,4.393,1636.4,47.53,9.807,49.8,452,187,0
2.483,64.3,3.734,1456.2,45.25,13.711,30.5,1314,344,0
1.902,92.19,3.936,1561.2,45.85,11.05,63.7,1760,18,1
0.561,66.04,4.986,1503.8,35.57,10.372,65.6,1143,142,0
3.207,77.19,4.936,1484.8,43.14,10.78,61.4,214,102,0
3.089,82.92,4.682,1730.0,41.59,9.109,47.1,565,302,0
2.275,69.29,3.639,1355.9,41.7,12.081,56.5,732,240,0
2.554,83.52,4.321,1628.9,48.0,10.455,49.4,439,151,0
